Year,ESD,District,School,K-12 Total Enrollment,Do teacher librarians have a role in supporting technology integration in your building?,"Number of Classrooms (including portables used as classrooms, labs, and library)",Number of classrooms with wired or wireless  Internet access,Does this building have a Wide-Area Network (WAN) link to your district office ?,Less than 10 MB,10-99 MB,100-999 MB,1 GB or higher,Does your building provide wireless access to the Internet?,One classroom or meeting room only?,"More than one classroom or meeting room, but not building-wide?",Central areas throughout building (but not one WAP/classroom)?,The entire building?,Number of assistive/adaptive technology devices for dedicated use by students with an IEP or 504 :,Number of Students with School-(or District) Provided E-mail Accounts,"Do you have one or more grades in your school that have a one-to-one initiative (e.g., laptops, tablets, netbooks)?","If yes, please describe:","If yes, are students allowed to take devices home?", List other district-owned wireless handheld devices that you make available for instructional use:,Number of Instructional Laptops,Number of Instructional Desktops,Number of Instructional Netbooks,Number of Instructional Tablets,Number of Instructional Thin Clients,Number of Windows XP OS,Number of Windows 7 OS,Number of Windows8/8.1 OS,Number of Windows 10 OS,Number of Other Windows OS,Number of Linux OS,Number of Mac OS X 10.4 or lower,Number of Mac OS X 10.5 or higher,Number of iOS,Number of Android,Number of Google Chrome,Devices with screen resolution less than 1024 x 768,Devices with screen resolution 1024 x 768 or higher,Devices with screen size less than 9.5 inch,Devices with screen size 10 inch or larger,Devices with RAM less than 1 GB,Devices with RAM 1 GB or higher,Number of multimedia projectors:,"Number of digital media receivers (e.g., Apple TV):",Number of flat panel displays used for displaying teacher lessons (32 inches or larger):,Number of document cameras:,"Number of whole classroom interactive devices (i.e., SMARTBoards, Promethean, Hitachi, etc.)","Number of mobile and wireless interactive slates or tablets (for example, Mobi, Airliners, iPad):","Number of student response systems (number of sets, not individual responder units):",Number of learning environments that provide a classroom amplification system,DistrictWANspeed,SchoolWirelessScope
2015,121,Bellevue School District,Lake Hills Elementary,485,1,30,30,1,0,0,1,0,1,0,0,0,1,10,0,0,,0,,120,176,0,0,0,0,296,0,,0,0,0,0,0,0,0,0,296,0,296,0,296,36,0,0,34,36,0,3,30,,
2015,121,Bellevue School District,Medina Elementary School,555,1,32,32,1,0,0,1,0,1,0,0,0,1,10,0,0,,0,,110,215,0,0,0,0,325,0,,0,0,0,0,0,0,0,0,325,0,325,0,325,39,0,0,32,38,0,2,32,,
2015,121,Bellevue School District,Newport Heights Elementary,623,1,35,35,1,0,0,1,0,1,0,0,0,1,10,0,0,,0,,160,176,0,0,0,0,336,0,,0,0,0,0,0,0,0,0,336,0,336,0,336,44,0,0,38,43,0,1,35,,
2015,121,Bellevue School District,Newport Senior High School,1730,1,65,65,1,0,0,1,0,1,0,0,0,1,10,0,0,,0,,433,150,0,0,0,0,583,0,,0,0,0,0,0,0,0,0,583,0,583,0,583,80,0,0,42,70,2,7,70,,
2015,121,Bellevue School District,Odle Middle School,782,1,40,40,1,0,0,1,0,1,0,0,0,1,10,0,0,,0,,252,181,0,0,0,0,433,0,,0,0,0,0,0,0,0,0,433,0,433,0,433,47,0,0,29,40,2,7,40,,
2015,121,Bellevue School District,Phantom Lake Elementary,321,1,33,33,1,0,0,1,0,1,0,0,0,1,10,0,0,,0,,100,150,0,0,0,0,250,0,,0,0,0,0,0,0,0,0,250,0,250,0,250,35,0,0,35,37,0,1,36,,
2015,121,Bellevue School District,Puesta del Sol Elementary School,568,1,27,27,1,0,0,1,0,1,0,0,0,1,10,0,0,,0,,160,147,0,0,0,0,307,0,,0,0,0,0,0,0,0,0,307,0,307,0,307,31,0,0,30,30,0,1,29,,
2015,121,Bellevue School District,Sammamish Senior High,946,0,62,62,1,0,0,1,0,1,0,0,0,1,10,906,1,"1:1 program, all grades can take laptops home",1,,906,42,0,0,0,0,42,906,,0,0,0,0,0,0,0,0,948,0,948,0,948,66,0,0,22,62,2,7,62,,
2015,121,Bellevue School District,Sherwood Forest Elementary,430,0,29,29,1,0,0,1,0,1,0,0,0,1,10,0,0,,0,,120,143,0,0,0,0,263,0,,0,0,0,0,0,0,0,0,263,0,263,0,263,33,0,0,31,30,2,7,30,,
2015,121,Bellevue School District,Somerset Elementary School,708,0,33,33,1,0,0,1,0,1,0,0,0,1,10,0,0,,0,,180,193,0,0,0,0,373,0,,0,0,0,0,0,0,0,0,373,0,373,0,373,37,0,0,37,34,0,1,34,,
2015,121,Bellevue School District,Spiritridge Elementary School,613,0,36,36,1,0,0,1,0,1,0,0,0,1,10,0,0,,0,,180,144,0,0,0,0,324,0,,0,0,0,0,0,0,0,0,324,0,324,0,324,36,0,0,38,36,0,1,36,,
2015,121,Bellevue School District,Stevenson Elementary,458,0,32,32,1,0,0,1,0,1,0,0,0,1,10,0,0,,0,,120,174,0,0,0,0,294,0,,0,0,0,0,0,0,0,0,294,0,294,0,294,34,0,0,35,31,0,3,32,,
2015,121,Bellevue School District,Tillicum Middle School,706,0,35,35,1,0,0,1,0,1,0,0,0,1,10,0,0,,0,,261,139,0,0,0,0,400,0,,0,0,0,0,0,0,0,0,400,0,400,0,400,39,0,0,22,35,0,9,35,,
2015,121,Bellevue School District,Tyee Middle School,905,0,39,39,1,0,0,1,0,1,0,0,0,1,10,0,0,,0,,338,214,0,0,0,0,552,0,,0,0,0,0,0,0,0,0,552,0,552,0,552,45,0,0,22,40,2,14,39,,
2015,121,Bellevue School District,Woodridge Elementary,621,0,30,30,1,0,0,1,0,1,0,0,0,1,10,0,0,,0,,160,181,0,0,0,0,341,0,,0,0,0,0,0,0,0,0,341,0,341,0,341,32,0,0,25,32,0,2,32,,
2015,189,Bellingham School District,Alderwood Elementary School,245,1,20,20,1,0,0,0,1,1,0,0,0,1,0,148,0,,0,,32,51,0,0,0,21,62,0,,0,0,0,0,0,0,0,1,82,0,83,1,82,21,0,0,17,12,8,2,2,,
2015,189,Bellingham School District,Bellingham High School,1077,1,53,53,1,0,0,0,1,1,0,0,0,1,12,995,0,,0,,136,270,0,0,0,119,287,0,,0,0,0,0,0,0,0,52,354,0,406,50,356,54,0,0,47,14,4,3,2,,
2015,189,Bellingham School District,Carl Cozier Elementary School,271,1,24,24,1,0,0,0,1,1,0,0,0,1,0,177,0,,0,,21,65,0,0,0,36,50,0,,0,0,0,0,0,0,0,4,82,0,86,5,81,25,0,0,22,20,0,1,0,,
2015,189,Bellingham School District,Columbia Elementary School,276,1,16,16,1,0,0,0,1,1,0,0,0,1,0,195,0,,0,,70,2,0,0,0,2,70,0,,0,0,0,0,0,0,0,0,72,0,72,0,72,16,0,0,15,3,5,1,0,,
2015,189,Bellingham School District,Cordata Elementary School,359,1,30,30,1,0,0,0,1,1,0,0,0,1,2,220,0,,0,,58,33,0,0,0,31,60,0,,0,0,0,0,0,0,0,1,90,0,91,2,89,0,30,0,27,30,10,8,28,,
2015,189,Bellingham School District,Fairhaven Middle School,623,1,31,31,1,0,0,0,1,1,0,0,0,1,0,622,0,,0,,126,131,0,0,0,101,156,0,,0,0,0,0,0,0,0,25,232,0,257,44,213,33,0,0,28,10,6,2,0,,
2015,189,Bellingham School District,Geneva Elementary School,416,1,22,22,1,0,0,0,1,1,0,0,0,1,0,266,0,,0,,46,30,0,0,0,30,46,0,,0,0,0,0,0,0,0,0,76,0,76,10,66,25,0,0,22,12,1,1,1,,
2015,189,Bellingham School District,Happy Valley Elementary School,403,1,24,24,1,0,0,0,1,1,0,0,0,1,0,279,0,,0,,29,63,0,0,0,33,59,0,,0,0,0,0,0,0,0,3,89,0,92,12,80,25,0,0,20,22,0,5,0,,
2015,189,Bellingham School District,Kulshan Middle School,600,1,37,37,1,0,0,0,1,1,0,0,0,1,1,598,0,,0,,98,123,0,0,0,93,128,0,,0,0,0,0,0,0,0,11,210,0,221,56,165,36,0,0,34,8,0,10,0,,
2015,189,Bellingham School District,Lowell Elementary School - Bellingham,311,1,18,18,1,0,0,0,1,1,0,0,0,1,0,204,0,,0,,85,15,0,0,0,0,100,0,,0,0,0,0,0,0,0,0,100,0,100,5,95,16,0,0,15,8,5,3,0,,
2015,189,Bellingham School District,Northern Heights Elementary Schl,423,1,24,24,1,0,0,0,1,1,0,0,0,1,0,277,0,,0,,28,69,0,0,0,39,58,0,,0,0,0,0,0,0,0,0,97,0,97,0,97,23,0,0,18,19,4,0,0,,
2015,189,Bellingham School District,Options High School,97,0,6,6,1,0,0,0,1,1,0,0,0,1,0,89,0,,0,,86,0,0,0,0,0,86,0,,0,0,0,0,0,0,0,0,86,0,86,0,86,6,0,0,6,0,0,0,0,,
2015,189,Bellingham School District,Parkview Elementary School,297,1,17,17,1,0,0,0,1,1,0,0,0,1,1,187,0,,0,,23,50,0,0,0,11,62,0,,0,0,0,0,0,0,0,0,73,0,73,0,73,16,0,0,16,7,12,7,0,,
2015,189,Bellingham School District,Roosevelt Elementary School,419,1,25,25,1,0,0,0,1,1,0,0,0,1,0,270,0,,0,,52,32,0,0,0,32,52,0,,0,0,0,0,0,0,0,2,82,0,84,3,81,30,0,0,27,1,1,1,0,,
2015,189,Bellingham School District,Sehome High School,1143,1,64,64,1,0,0,0,1,1,0,0,0,1,14,1057,0,,0,,82,345,0,0,0,196,231,0,,0,0,0,0,0,0,0,30,397,0,427,105,322,58,0,0,39,14,4,1,0,,
2015,189,Bellingham School District,Shuksan Middle School,609,1,39,39,1,0,0,0,1,1,0,0,0,1,3,609,0,,0,,176,44,0,0,0,14,206,0,,0,0,0,0,0,0,0,2,218,0,220,8,212,41,0,0,35,34,0,5,34,,
2015,189,Bellingham School District,Silver Beach Elementary School,425,1,24,24,1,0,0,0,1,1,0,0,0,1,0,273,0,,0,,26,64,0,0,0,34,56,0,,0,0,0,0,0,0,0,2,88,0,90,4,86,25,0,0,23,16,0,0,0,,
2015,189,Bellingham School District,Squalicum High School,1380,1,65,65,1,0,0,0,1,1,0,0,0,1,2,1269,0,,0,,274,139,0,0,0,56,357,0,,0,0,0,0,0,0,0,27,386,0,413,83,330,61,0,0,51,11,2,2,0,,
2015,189,Bellingham School District,Sunnyland Elementary School,289,1,19,19,1,0,0,0,1,1,0,0,0,1,2,183,0,,0,,26,47,0,0,0,18,55,0,,0,0,0,0,0,0,0,1,72,0,73,0,73,19,0,0,18,16,10,6,0,,
2015,189,Bellingham School District,Wade King Elementary School,452,1,22,22,1,0,0,0,1,1,0,0,0,1,6,321,0,,0,,57,21,0,0,0,21,57,0,,0,0,0,0,0,0,0,0,78,0,78,5,73,25,0,0,23,22,0,3,10,,
2015,189,Bellingham School District,Whatcom Middle School,600,1,37,37,1,0,0,0,1,1,0,0,0,1,0,595,0,,0,,162,21,0,0,0,0,183,0,,0,0,0,0,0,0,0,0,183,0,183,0,183,4,0,0,37,35,0,0,37,,
2015,101,Benge School District,Benge Elementary,14,0,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,"iPod touches, iPads",0,12,0,5,0,3,2,0,,0,0,1,6,5,0,0,0,17,5,12,0,17,2,0,0,2,0,0,0,0,,
2015,121,Bethel School District,Bethel High School,1641,1,75,75,1,0,0,0,1,1,0,0,0,1,0,1582,0,,0,,381,185,0,107,0,0,135,0,,0,0,0,209,107,0,222,0,673,107,566,0,673,103,0,0,80,1,0,0,0,,
2015,121,Bethel School District,Bethel Middle School,667,1,44,44,1,0,0,0,1,1,0,0,0,1,0,668,0,,0,,189,44,0,36,0,0,115,0,,0,0,0,18,36,0,100,0,269,36,233,0,269,66,0,0,49,0,0,0,0,,
2015,121,Bethel School District,Camas Prairie Elementary,582,1,37,37,1,0,0,0,1,1,0,0,0,1,6,581,0,,0,,56,163,0,266,0,0,1,0,,0,0,0,181,266,0,37,0,485,266,219,0,485,46,11,0,40,17,0,0,0,,
2015,121,Bethel School District,Cedarcrest Middle School,627,1,43,43,1,0,0,0,1,1,0,0,0,1,0,621,0,,0,,62,73,0,67,0,0,70,0,,0,0,0,41,67,0,24,0,202,67,135,0,202,69,0,0,57,2,0,0,0,,
2015,121,Bethel School District,Centennial Elementary Bethel,472,1,37,0,1,0,0,0,1,1,0,0,0,1,0,470,0,,0,,52,34,0,19,0,0,0,0,,0,0,0,86,19,0,0,0,105,19,86,0,105,45,1,0,34,0,0,0,0,,
2015,121,Bethel School District,Challenger High School,318,0,19,19,1,0,0,0,1,1,0,0,0,1,0,308,1,9-12 1:1 iPad,1,,110,59,0,349,0,0,0,38,,0,0,0,48,349,0,83,0,518,349,169,0,518,34,10,0,24,3,0,0,0,,
2015,121,Bethel School District,Chester H Thompson Elementary,525,1,40,40,1,0,0,0,1,1,0,0,0,1,0,529,0,,0,,52,41,0,16,0,0,0,0,,0,0,0,58,16,0,35,0,109,16,93,0,109,55,0,0,44,1,0,0,0,,
2015,121,Bethel School District,Clover Creek Elementary,631,1,38,38,1,0,0,0,1,1,0,0,0,1,0,627,0,,0,,88,128,0,28,0,0,0,1,,0,0,0,180,28,0,35,0,244,28,216,0,244,53,1,0,60,38,0,0,0,,
2015,121,Bethel School District,Cougar Mountain Middle School,566,1,39,39,1,0,0,0,1,1,0,0,0,1,0,570,0,,0,,78,78,0,35,0,0,68,0,,0,0,0,53,35,0,35,0,191,35,156,0,191,58,0,0,48,0,0,0,0,,
2015,121,Bethel School District,Elk Plain School of Choice,517,1,30,30,1,0,0,0,1,1,0,0,0,1,0,453,1,6th Grade 1:1 iPad,1,,65,42,0,81,0,0,0,0,,0,0,0,71,81,0,36,0,188,81,107,0,188,46,8,0,24,5,0,0,0,,
2015,121,Bethel School District,Evergreen Elementary,468,1,35,35,1,0,0,0,1,1,0,0,0,1,0,476,0,,0,,89,44,0,10,0,0,2,0,,0,0,0,58,10,0,73,0,143,10,133,0,143,68,0,0,40,2,0,0,0,,
2015,121,Bethel School District,Frederickson Elementary,549,1,34,34,1,0,0,0,1,1,0,0,0,1,0,560,0,,0,,65,54,0,7,0,0,20,0,,0,0,0,64,7,0,35,0,126,7,119,0,126,34,0,0,34,34,0,0,0,,
2015,121,Bethel School District,Frontier Middle School,746,1,36,36,1,0,0,0,1,1,0,0,0,1,0,745,0,,0,,100,81,0,40,0,0,94,0,,0,0,0,20,40,0,67,0,221,40,181,0,221,64,0,0,41,2,0,0,0,,
2015,121,Bethel School District,Graham Elementary,691,1,40,40,1,0,0,0,1,1,0,0,0,1,0,697,0,,0,,56,68,0,44,0,0,1,0,,0,0,0,83,44,0,40,0,168,44,124,0,168,53,1,0,47,0,0,0,0,,
2015,121,Bethel School District,Graham Kapowsin High School,1870,1,70,70,1,0,0,0,1,1,0,0,0,1,0,1803,0,,0,,245,247,0,111,0,0,90,0,,0,0,0,228,111,0,174,0,603,111,492,0,603,101,1,0,101,8,0,0,0,,
2015,121,Bethel School District,Kapowsin Elementary,385,1,25,25,1,0,0,0,1,1,0,0,0,1,0,376,0,,0,,55,41,0,26,0,0,0,0,,0,0,0,53,26,0,43,0,122,26,96,0,122,37,0,0,28,1,0,0,0,,
2015,121,Bethel School District,Liberty Middle School,725,1,40,40,1,0,0,0,1,1,0,0,0,1,0,721,0,,0,,329,184,0,77,0,0,259,0,,0,0,0,157,77,0,97,0,590,77,513,0,590,48,0,0,42,13,0,0,0,,
2015,121,Bethel School District,Naches Trail Elementary,458,1,42,42,1,0,0,0,1,1,0,0,0,1,0,460,0,,0,,81,72,0,9,0,0,0,0,,0,0,0,118,9,0,35,0,162,9,153,0,162,64,0,0,34,3,0,0,0,,
2015,121,Bethel School District,Nelson Elementary School,554,1,36,36,1,0,0,0,1,1,0,0,0,1,0,555,0,,0,,71,47,0,11,0,0,13,0,,0,0,0,70,11,0,35,0,129,11,118,0,129,35,1,0,34,36,0,0,0,,
2015,121,Bethel School District,North Star Elementary,493,1,36,36,1,0,0,0,1,1,0,0,0,1,0,488,0,,0,,136,46,0,10,0,0,29,0,,0,0,0,88,10,0,65,0,192,10,182,0,192,43,0,0,38,0,0,0,0,,
2015,121,Bethel School District,Pierce County Skills Center,1,0,26,26,1,0,0,0,1,1,0,0,0,1,0,239,0,,0,,267,128,0,2,0,0,328,0,,0,0,0,7,2,0,60,0,397,2,395,0,397,22,0,0,18,0,0,0,0,,
2015,121,Bethel School District,Pioneer Valley Elementary,482,1,36,36,1,0,0,0,1,1,0,0,0,1,0,481,0,,0,,91,37,0,7,0,0,0,0,,0,0,0,85,7,0,43,0,135,7,128,0,135,47,0,0,47,2,0,0,0,,
2015,121,Bethel School District,Rocky Ridge Elementary,477,1,32,32,1,0,0,0,1,1,0,0,0,1,0,473,0,,0,,49,68,0,7,0,0,0,0,,0,0,0,82,7,0,35,0,124,7,117,0,124,46,0,0,38,1,0,0,0,,
2015,121,Bethel School District,Roy Elementary,278,1,22,22,1,0,0,0,1,1,0,0,0,1,0,274,0,,0,,62,35,0,10,0,0,1,0,,0,0,0,61,10,0,35,0,107,10,97,0,107,37,0,0,29,0,0,0,0,,
2015,121,Bethel School District,Shining Mountain Elementary,656,1,34,34,1,0,0,0,1,1,0,0,0,1,0,667,0,,0,,129,46,0,42,0,0,0,0,,0,0,0,125,42,0,50,0,217,42,175,0,217,70,0,0,46,34,0,0,0,,
2015,121,Bethel School District,Spanaway Elementary,351,1,27,27,1,0,0,0,1,1,0,0,0,1,0,345,0,,0,,69,68,0,38,0,0,0,0,,0,0,0,102,38,0,35,0,175,38,137,0,175,32,0,0,34,27,0,0,0,,
2015,121,Bethel School District,Spanaway Lake High School,1672,1,75,75,1,0,0,0,1,1,0,0,0,1,0,1588,0,,0,,365,256,0,142,0,0,230,0,,0,0,0,216,142,0,175,0,763,142,621,0,763,123,0,0,96,10,0,0,0,,
2015,121,Bethel School District,Spanaway Middle School,730,1,44,44,1,0,0,0,1,1,0,0,0,1,0,726,1,6-8 1:1 Apple iPad,1,,61,88,0,825,0,0,70,0,,0,0,0,54,825,0,25,0,974,825,149,0,974,65,36,0,65,2,0,0,0,,
2015,105,Bickleton School District,Bickleton Elementary & High Schl,88,0,18,18,0,0,0,0,0,1,0,1,0,0,1,0,0,,0,,0,20,0,20,0,0,20,0,,0,0,0,0,0,20,0,20,20,20,20,0,40,13,0,0,5,10,20,0,0,,
2015,189,Blaine School District,Blaine Elementary School,449,1,27,27,1,0,0,1,0,1,0,0,0,1,2,0,0,,0,,90,30,0,10,0,0,0,0,,0,0,0,30,10,0,90,0,130,10,120,10,120,24,2,2,23,3,0,1,0,,
2015,189,Blaine School District,Blaine High School,686,1,32,32,1,0,0,1,0,1,0,0,0,1,13,634,0,,0,,4,128,0,90,0,47,40,0,,0,0,0,45,0,0,90,0,222,0,222,18,204,21,0,0,11,8,4,0,0,,
2015,189,Blaine School District,Blaine Home Connections,68,0,7,7,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,,17,7,2,0,0,0,13,0,,0,0,0,0,0,0,13,13,13,13,13,0,26,3,0,0,0,0,0,0,0,,
2015,189,Blaine School District,Blaine Middle School,470,1,27,27,1,0,0,1,0,1,0,0,0,1,0,464,0,,0,iPad,24,64,0,115,0,0,0,0,,0,0,24,64,0,0,115,0,203,0,203,0,203,18,0,0,10,1,0,0,1,,
2015,189,Blaine School District,Blaine Primary School,466,0,26,26,0,0,0,0,0,1,0,0,0,1,3,0,0,,0,,0,39,0,11,0,0,0,0,,0,0,0,39,11,0,0,0,50,11,39,0,50,26,0,0,26,0,0,0,3,,
2015,189,Blaine School District,Point Roberts Primary,18,0,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0,,0,,0,10,0,0,0,0,0,0,,0,0,0,10,0,0,0,0,10,0,10,0,10,1,0,0,0,1,0,0,0,,
2015,113,Boistfort School District,Boistfort Elem,83,0,12,12,0,0,0,0,0,1,0,0,0,1,1,0,0,,0,,0,30,0,0,0,0,30,0,,0,0,0,0,0,0,0,0,30,0,30,0,30,6,0,0,5,0,8,0,0,,
2015,114,Bremerton School District,Armin Jahr Elementary,461,1,30,30,1,0,0,1,0,1,0,0,1,0,3,0,0,,0,75 iPod Touches,11,113,24,36,0,0,100,2,,0,0,0,12,36,0,34,0,184,0,184,0,184,28,1,0,28,5,2,1,2,,
2015,114,Bremerton School District,Bremerton High School,1241,1,77,77,1,0,0,1,0,1,0,0,1,0,4,0,0,,0,,22,653,14,111,0,0,557,124,,0,1,0,94,8,8,8,0,800,0,800,0,800,71,2,0,62,1,0,1,3,,
2015,114,Bremerton School District,Crownhill Elementary School,397,1,25,25,1,0,0,1,0,1,0,0,1,0,2,0,0,,0,90 iPod Touches,12,144,5,13,0,0,155,0,,0,0,0,4,13,0,2,0,174,0,174,0,174,24,0,0,22,1,0,0,2,,
2015,114,Bremerton School District,Kitsap Lake Elementary,404,1,24,24,1,0,0,1,0,1,0,0,1,0,0,0,0,,0,120 iPod Touches,7,123,0,5,0,0,126,0,,0,0,0,7,0,0,2,0,135,0,135,0,135,25,1,0,25,1,1,0,1,,
2015,114,Bremerton School District,Mountain View Middle School,831,1,52,52,1,0,0,1,0,1,0,0,1,0,2,0,0,,0,,32,392,43,3,0,0,450,0,,0,0,0,15,3,0,2,0,470,0,470,0,470,53,0,0,40,1,0,0,24,,
2015,114,Bremerton School District,Naval Avenue Elementary School,356,1,26,26,1,0,0,1,0,1,0,0,1,0,0,0,0,,0,45 iPod Touches,16,90,0,2,0,0,98,3,,0,0,0,3,2,0,2,0,108,0,108,0,108,26,1,0,24,0,0,0,0,,
2015,114,Bremerton School District,Renaissance Alternative High School,195,0,12,12,1,0,0,1,0,1,0,0,1,0,0,0,0,,0,,24,84,0,3,0,0,108,3,,0,0,0,0,0,0,0,0,111,0,111,0,111,10,1,0,7,0,0,0,0,,
2015,114,Bremerton School District,View Ridge Elementary School,452,1,27,27,1,0,0,1,0,1,0,0,1,0,1,0,0,,0,110 iPod touches,25,104,0,12,0,0,85,3,,0,0,0,9,12,0,32,0,141,0,141,0,141,28,1,0,28,0,0,0,2,,
2015,114,Bremerton School District,West Hills S.T.E.M. Academy,621,0,29,29,1,0,0,1,0,1,0,0,1,0,1,0,0,,0,300 iPod Touches,252,152,30,28,0,0,340,2,,0,0,0,8,14,14,84,14,448,14,448,14,448,21,1,0,31,11,2,0,2,,
2015,114,Bremerton School District,West Sound Technical Skills Center,,0,16,2,1,0,0,1,0,1,0,1,0,0,0,0,0,,0,,29,118,0,0,0,44,74,21,,0,0,0,0,0,0,8,0,147,0,147,0,147,14,0,0,14,1,0,0,0,,
2015,171,Brewster School District,Brewster Alternative School,21,0,3,3,1,0,1,0,0,1,0,0,0,1,0,0,0,,0,,1,24,0,0,0,18,7,0,,0,0,0,0,0,0,0,0,25,0,25,18,7,0,0,0,0,0,0,0,0,,
2015,171,Brewster School District,Brewster Elementary School,493,1,32,32,1,0,1,0,0,1,0,0,0,1,0,73,0,,0,,40,156,0,0,0,8,171,0,,0,0,17,0,0,0,0,0,196,0,196,25,171,30,0,0,25,22,0,2,2,,
2015,171,Brewster School District,Brewster High School,247,1,16,16,1,0,0,1,0,1,0,0,0,1,0,271,0,,0,,83,152,10,84,0,57,185,74,,0,0,0,3,10,0,0,0,329,0,329,87,242,17,1,0,16,3,5,2,1,,
2015,171,Brewster School District,Brewster Middle School,219,1,12,12,1,0,0,1,0,1,0,0,0,1,1,219,0,,0,,44,11,0,0,0,3,20,32,,0,0,0,0,0,0,0,0,55,0,55,3,52,11,0,0,8,1,0,0,0,,
2015,171,Bridgeport School District,Bridgeport Aurora High School,17,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,,0,,0,2,0,0,0,2,0,0,,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,,
2015,171,Bridgeport School District,Bridgeport Elementary,428,1,22,22,1,0,0,0,1,1,0,0,0,1,6,0,0,,0,,9,125,20,0,0,0,154,0,,0,0,0,0,0,0,0,20,134,20,134,0,154,24,18,0,18,0,0,0,8,,
2015,171,Bridgeport School District,Bridgeport High School,209,0,15,15,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,30,45,0,0,0,0,75,0,,0,0,0,0,0,0,0,0,75,0,75,0,75,11,2,4,10,2,0,0,2,,
2015,171,Bridgeport School District,Bridgeport Middle School,174,0,13,13,1,0,0,0,1,1,0,0,0,1,4,0,0,,0,,25,79,20,0,0,0,124,0,,0,0,0,0,0,0,0,20,104,20,104,0,124,13,0,0,16,0,0,0,0,,
2015,114,Brinnon School District,Brinnon Elementary,39,1,6,6,0,0,0,0,0,1,0,0,0,1,0,37,1,grades 3-8has 10,0,7 iPods in the classroom to enhance reading instruction,30,32,0,0,0,0,62,0,,0,0,0,0,0,0,0,0,62,0,62,0,62,5,0,0,4,5,1,1,0,,
2015,189,Burlington-Edison School District,Allen Elementary,431,0,24,24,1,0,0,1,0,1,0,0,0,1,0,240,0,,0,"Chromebooks, iPads, Google Tablets",148,192,0,25,0,84,193,0,,0,0,0,0,25,0,63,0,365,0,365,36,329,32,7,3,36,8,0,0,24,,
2015,189,Burlington-Edison School District,Bay View Elementary,523,0,26,26,1,0,0,1,0,1,0,0,0,1,1,240,0,,0,"iPads, chromebooks, google tablets",108,177,0,79,0,95,117,0,,0,0,0,0,79,0,73,0,364,0,364,100,264,39,16,4,27,7,0,0,3,,
2015,189,Burlington-Edison School District,Burlington Edison High School,1079,1,70,70,1,0,0,1,0,1,0,0,0,1,1,0,0,,0,"Chromebooks, iPads, google tablets",260,686,0,132,0,191,573,0,,0,0,0,32,99,33,150,0,1078,0,1078,195,883,86,14,9,54,15,0,0,0,,
2015,189,Burlington-Edison School District,Burlington-Edison Alternative School,47,0,3,3,1,0,0,1,0,1,0,0,0,1,0,50,0,,0,,3,20,0,0,0,0,23,0,,0,0,0,0,0,0,0,0,23,0,23,0,23,3,0,0,3,0,0,0,0,,
2015,171,Cashmere School District,Vale Elementary School,586,0,32,32,1,0,1,0,0,1,0,0,0,1,3,0,0,,0,,42,124,0,0,0,75,61,0,,0,0,0,0,0,0,30,0,166,0,166,0,166,32,3,0,32,2,30,2,18,,
2015,189,Burlington-Edison School District,Edison Elementary - Burlington/Edison,483,0,27,27,1,0,0,1,0,1,0,0,0,1,1,240,0,,0,"ipads, chromebooks, google tablets",103,224,0,23,0,84,165,0,,0,0,0,0,23,0,78,0,350,0,350,89,261,17,18,18,26,6,1,1,4,,
2015,189,Burlington-Edison School District,Lucille Umbarger Elementary,679,0,44,44,1,0,0,1,0,1,0,0,0,1,0,360,0,,0,"ipads, chromebooks, google tablets",136,324,0,26,0,152,211,0,,0,0,0,0,26,0,97,0,486,0,486,113,373,34,9,7,37,10,0,0,2,,
2015,189,Burlington-Edison School District,West View Elementary,425,0,33,33,1,0,0,1,0,1,0,0,0,1,0,0,0,,0,"ipads, chromebooks, google tablets",57,141,0,83,0,76,86,0,,0,0,0,0,83,0,36,0,281,0,281,72,209,25,20,2,29,15,0,0,0,,
2015,112,Camas School District,Camas High School,2005,1,89,89,1,0,0,1,0,1,0,0,0,1,2,2,0,,0,,0,296,550,100,0,0,256,0,,0,0,0,40,100,0,550,0,946,0,946,0,946,89,4,0,89,6,2,1,83,,
2015,112,Camas School District,Dorothy Fox,478,0,30,30,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,30 iPod Touch,0,30,0,100,30,0,60,0,,0,0,0,0,100,0,0,0,160,100,60,0,160,30,0,0,30,0,0,0,30,,
2015,112,Camas School District,Grass Valley Elementary,526,0,34,34,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,44 Ipod Touch,0,30,35,100,30,0,60,0,,0,0,0,0,100,0,35,0,195,100,95,0,195,34,2,0,34,1,2,0,34,,
2015,112,Camas School District,Hayes Freedom High School,136,0,11,11,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,0,31,60,0,0,0,31,0,,0,0,0,0,0,0,60,0,91,0,91,0,91,12,2,1,12,10,0,0,11,,
